Date,HS Code,Product,Specific Product,Port of Origin,Country of Destination,Port of Destination,Value(USD),Std Qty,Std Unit,Std Unit Price(USD),Qty,Unit,Value In FC,Unit Rate In FC,Unit Rate Currency,Value(INR),Shipment Mode,Invoice Value INR
08-Nov-19,42023120,LADIES PURSE P2 -SUPPLIER NAME FAMOUS C HOICE BAGS GST NO 27ERPPS8043R1ZH TAX I NV NO 220 DT 02/10/2019 WAHID WALLET C,PU,JNPT,Mauritius,Louis,4056.87,1700,NOS,2.39,1700,NOS,4097,2.41,USD,285198.03,Sea,0
08-Nov-19,42029900,PAPER BAG,Others,Bombay Air,Mauritius,Na,25,500,NOS,0.05,500,PCS,25,0.05,USD,1757.49,Air,0
08-Nov-19,42021190,CARRY COLLECTION- TRAPEZE BAG,Others,Bombay Air,Italy,Milano,25.7,3,NOS,8.57,3,NOS,23.4,7.8,EUR,1806.48,Air,0
08-Nov-19,42022230,100 %JUTE BAG- NATURAL RECTANGULAR MAGAZ INE JUTE BAG(DETAILS AS PER INVOICE) SI ZE IN CMS:52X26,Others,JNPT,Netherlands,Rotterdam,2278.51,250,NOS,9.11,250,PCS,2445,9.78,EUR,160179.52,Sea,0
07-Nov-19,42021290,LUGGAGE BAG,Others,JNPT,Mauritius,Louis,12,3,NOS,4,3,PCS,12,4,USD,847.25,Sea,0
07-Nov-19,42022990,BAG,Others,Bombay Air,Germany,Dusseldorf,3.2,160,NOS,0.02,160,NOS,3.2,0.02,USD,225.92,Air,0
07-Nov-19,42022290,VISCOSE / POLYESTER BAGS,Polyester,Bombay Air,Germany,Cologne,2177.72,1100,SET,1.98,1100,SET,1980,1.8,EUR,153747,Air,0
07-Nov-19,42022990,BAG,Others,Bombay Air,Germany,Dusseldorf,0.4,40,NOS,0.01,40,NOS,0.4,0.01,USD,28.24,Air,0
07-Nov-19,42022990,BAG,Others,Bombay Air,Germany,Dusseldorf,3.6,200,NOS,0.02,200,NOS,4,0.02,USD,254.16,Air,0
07-Nov-19,42022910,INDIAN HAND MADE FABRIC BAGS M/O POLYSTE R (P/L) (SUSIS 8.0 x 12.5 cms),Polyester,JNPT,Belgium,Antwerpen,15398.02,200000,NOS,0.08,200000,PCS,14000,0.07,EUR,1087100,Sea,0
07-Nov-19,42022290,HAND BAGS (PURSES),PU,Bombay Air,Canada,Toronto,228.6,23,NOS,9.94,23,PCS,355.35,15.45,CAD,16139.05,Air,0
07-Nov-19,42022210,LADIES HAND BAG,Others,JNPT,Mauritius,Louis,105,30,NOS,3.5,30,PCS,105,3.5,USD,7413.02,Sea,0
07-Nov-19,42029100,LEATHER SLING BAG,Leather,JNPT,Germany,Hamburg,500.88,44,NOS,11.38,44,PCS,455.4,10.35,EUR,35361.82,Sea,0
06-Nov-19,42022210,BAG (VALUE DECLARED FOR CUSTOM PURPOSE O NLY),PU,JNPT,United Arab Emirates,Jebel Ali,89.77,180,NOS,0.5,180,NOS,90,0.5,USD,6337.54,Sea,0
06-Nov-19,42022290,RAFFIA HANDMADE BAGS(WITH PU STRIP,PU,JNPT,Australia,Melbourne,2271.71,201,NOS,11.3,201,PCS,2271.3,11.3,USD,160382.73,Sea,0
06-Nov-19,42022990,SPORTS BAGS: GN-LEGEND GOLD WHEEL BAG,Others,JNPT,Australia,Melbourne,88.97,2,NOS,44.48,2,PCS,132.38,66.19,AUD,6281.51,Sea,0
06-Nov-19,42022910,55% POLYESTER 30% GLASS 5% PLASTIC 10% I RON BOLSO BEADS FLECOS BAG,Polyester,JNPT,Spain,Valencia,10464,1744,NOS,6,1744,PCS,10464,6,USD,738758.4,Sea,0
06-Nov-19,42021250,GIFTING CLOTH BAGS,Others,Bombay Air,United Arab Emirates,Dubai,14.16,76,NOS,0.19,76,PCS,1140,15,INR,1000,Air,0
06-Nov-19,42022230,100%JUTE HAND BAG-SIZE:30 X 50 CM,Others,JNPT,Germany,Hamburg,2460.08,280,NOS,8.79,280,PCS,2461.2,8.79,USD,173681.59,Sea,0
06-Nov-19,42022990,SPORTS BAGS: GN-GN 1200 WHEEL BAG-BLUE,Others,JNPT,Australia,Melbourne,214.27,10,NOS,21.43,10,PCS,318.8,31.88,AUD,15127.11,Sea,0
06-Nov-19,42022990,SPORTS BAGS: GN-GN 700 BAG-BLACK PURPLE 2020,PU,JNPT,Australia,Melbourne,2316.04,200,NOS,11.58,200,PCS,3446,17.23,AUD,163512.68,Sea,0
06-Nov-19,42022990,SPORTS BAGS: GH-G800 BAG-NAVY/LIME,Others,JNPT,Australia,Melbourne,659.94,64,NOS,10.31,64,PCS,659.84,10.31,USD,46591.92,Sea,0
06-Nov-19,42021250,GIFTING CLOTH BAGS LUT ARN NO AD27041900,Others,Bombay Air,United Arab Emirates,Dubai,14.16,89,NOS,0.16,89,PCS,1335,15,INR,1000,Air,0
06-Nov-19,42023990,HANDMADE CROSS BODY BAG -MADE OF 100%MA NGO WOOD BEADS,Others,JNPT,Japan,Singapore,1735.28,199,NOS,8.72,199,PCS,1735.28,8.72,USD,122510.77,Sea,0
06-Nov-19,42023990,HANDMADE CROSS BODY BAG -MADE OF 100% PL ASTIC BEADS,Others,JNPT,Japan,Singapore,109.4,20,NOS,5.47,20,PCS,109.4,5.47,USD,7723.64,Sea,0
06-Nov-19,42022290,RAFFIA HANDMADE BAGS(WITH PU STRIP,PU,JNPT,Australia,Fremantle,833.95,74,NOS,11.27,74,PCS,833.98,11.27,USD,58876.87,Sea,0
06-Nov-19,42022290,RAFFIA HANDMADE BAGS(WITH PU STRIP,PU,JNPT,Australia,Brisbane,1773.38,157,NOS,11.3,157,PCS,1774.1,11.3,USD,125200.63,Sea,0
06-Nov-19,42022290,RAFFIA HANDMADE BAGS(WITH PU STRIP,PU,JNPT,Australia,Sydeny,2083.34,185,NOS,11.26,185,PCS,2083.1,11.26,USD,147083.8,Sea,0
06-Nov-19,42022990,SPORTS BAGS: GN-GN 900 WHEEL BAG-BLK/RED,Others,JNPT,Australia,Melbourne,2893.28,194,NOS,14.91,194,PCS,4304.86,22.19,AUD,204265.57,Sea,0
05-Nov-19,42021190,100% LEATHER BAGS- UMI LEATHER BACKPACK BAGS,Leather,JNPT,Germany,Hamburg,4284.75,300,NOS,14.28,300,PCS,4350,14.5,USD,302503.35,Sea,0
05-Nov-19,42022290,100%VISCOSE WOVEN BAG,Others,JNPT,Denmark,Aarhus,5465.2,4969,NOS,1.1,4969,PCS,4969,1,EUR,385842.85,Sea,0
05-Nov-19,42022230,JUTE HANDMADE BAGS (BG040558-A MULTY) ART # S0R20334M BOLSO SINTETICO,Others,JNPT,Spain,Valencia,2928.37,375,NOS,7.81,375,PCS,2287.5,6.1,EUR,206743.16,Sea,0
05-Nov-19,42022230,JUTE HANDMADE BAGS (BG040636-A NATURAL) ART # S0R20552R BOLSO SINTETICO,Others,JNPT,Spain,Valencia,3835.76,375,NOS,10.23,375,PCS,3487.5,9.3,EUR,270804.42,Sea,0
05-Nov-19,42029200,"SPORTS BAGS:ITEM NO.4527005000 BALL CARR Y BAG 10 BALLS BLACK""SPORT DUWE"" SPORTS BAGS(MADE OF POLYESTER)",Polyester,JNPT,Germany,Hamburg,3540,600,NOS,5.9,600,PCS,3540,5.9,USD,249923.88,Sea,0
05-Nov-19,42022190,HANDCRAFTED BAGS,Others,Bombay Air,France,Paris,360.28,38,NOS,9.48,38,PCS,25536,672,INR,25436,Air,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER: HEAVY DUTY CARRY BAG,Polyester,JNPT,Australia,Brisbane,1050.12,200,NOS,5.25,200,PCS,1600,8,AUD,74138.33,Sea,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER:BALL BACKPACK,Polyester,JNPT,Australia,Brisbane,1115.75,200,NOS,5.58,200,PCS,1600,8,AUD,78771.88,Sea,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER:CORE KIT BA G,Polyester,JNPT,Australia,Brisbane,1000.89,50,NOS,20.02,50,PCS,1525,30.5,AUD,70663.16,Sea,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER: 4 STRIP MESH CARRY BAG EX-LGE,Polyester,JNPT,Australia,Brisbane,1722.85,300,NOS,5.74,300,PCS,2625,8.75,AUD,121633.13,Sea,0
05-Nov-19,42022230,JUTE HANDMADE HAND BAGS (BG041774 NATURAL YELLOW) ART # S0R20290N RAFIA NATURAL/AMARILLO,Others,JNPT,Spain,Valencia,2515.93,375,NOS,6.71,375,PCS,2287.5,6.1,EUR,177624.34,Sea,0
05-Nov-19,42029200,SPORTS BAGS:ITEM NO.4518000000 DERBYSTAR BALL CARRY BAG 12 BALLS BLACK SPORTS BA GS(MADE OF POLYESTER),Polyester,JNPT,Germany,Hamburg,11250,1500,NOS,7.5,1500,PCS,11250,7.5,USD,794250.06,Sea,0
05-Nov-19,42022230,JUTE HANDMADE HAND BAGS (BG040601-B NATURAL OFF WHITE) ART # S0R20341N CARTERA DE MANO,Others,JNPT,Spain,Valencia,2742.77,375,NOS,7.31,375,PCS,2287.5,6.1,EUR,193639.72,Sea,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER:MESH KIT BAG LGE,Polyester,JNPT,Australia,Brisbane,328.16,100,NOS,3.28,100,PCS,500,5,AUD,23168.36,Sea,0
05-Nov-19,42022290,BAGS MADE OF MATTY POLYESTER: MESH BOXING KIT BAG BLACK SML,Polyester,JNPT,Australia,Brisbane,295.34,100,NOS,2.95,100,PCS,500,5,AUD,20851.28,Sea,0
05-Nov-19,42021110,LAPTOP BAG LAPBAG/E(FOC),Others,JNPT,Saudi Arabia,Dammam,125,25,NOS,5,25,NOS,125,5,USD,8824.98,Sea,0
05-Nov-19,42022290,COW LEATHER WITH HAIRON CROSSBODY BAG.,Leather,JNPT,Spain,Barcelona,4132,144,NOS,28.69,144,PCS,4131.36,28.69,USD,291719.17,Sea,0
05-Nov-19,42029200,INSULATED PET COOLER BAG (WITH SINGLE CO LOUR BRANDING),Others,JNPT,United Arab Emirates,Jebel Ali,1950,1000,NOS,1.95,1000,NOS,1950,1.95,USD,137670,Sea,0
05-Nov-19,42029200,SPORTS BAGS:ITEM NO.4526001000 DERBYSTAR /EREDIVISIE BALL CARRY BAG BLACK SPORTS BAGS(MADE OF POLYESTER),Polyester,JNPT,Germany,Hamburg,4050,540,NOS,7.5,540,PCS,4050,7.5,USD,285930.06,Sea,0
05-Nov-19,42021110,SPORTS GOODS POLYESTER FABRIC KIT BAG CO NDOR GLIDER,Polyester,JNPT,United Arab Emirates,Abu Dhabi,109.7,10,NOS,10.97,10,PCS,109.7,10.97,USD,7744.81,Sea,0
05-Nov-19,42022910,45% POLYESTER 45% GLASS 10% IRON BOLSO G EOMETER A SOLAPA BAG,Polyester,JNPT,Spain,Valencia,11277.2,2330,NOS,4.84,2330,PCS,11277.2,4.84,USD,796170.32,Sea,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005401-M0014-PORTA AIR PODS PERLINE MO,Others,Bombay Air,Italy,Milano,309.34,5,NOS,61.87,5,PCS,281.25,56.25,EUR,21839.07,Air,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005401-M00OH-PORTA AIR PODS PERLINE MO,Others,Bombay Air,Italy,Milano,309.34,5,NOS,61.87,5,PCS,281.25,56.25,EUR,21839.07,Air,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005404-M0010-PORTA AIR PODS PERLINE BI,Others,Bombay Air,Italy,Milano,703.47,10,NOS,70.35,10,PCS,703.5,70.35,USD,49664.94,Air,0
04-Nov-19,42022190,POLYESTER CARRY BAG,Polyester,JNPT,Spain,Barcelona,869.44,4650,NOS,0.19,4650,PCS,790.5,0.17,EUR,61382.34,Sea,0
04-Nov-19,42022190,POLYESTER BAG,Polyester,JNPT,Spain,Barcelona,937.08,1704,NOS,0.55,1704,PCS,852,0.5,EUR,66157.97,Sea,0
04-Nov-19,42022290,HAND BAGS,Others,JNPT,United Arab Emirates,Jebel Ali,54,54,NOS,1,54,PCS,54,1,USD,3812.42,Sea,0
04-Nov-19,42029900,"INT. NON-WOVEN BAG (16""X19"")",Others,JNPT,United Arab Emirates,Jebel Ali,46.68,80,NOS,0.58,80,PCS,48.8,0.61,USD,3295.53,Sea,0
04-Nov-19,42022910,HAND BEADED HAND CRAFTED HAND BAG WITH METAL CHAIN HANDLE (COMPOSITION:GLASS:47 %;METAL:18%;PLASTIC:14%;RUBBER:13%POLYES,Polyester,JNPT,Spain,Valencia,16320,2720,NOS,6,2720,PCS,16320,6,USD,1152192,Sea,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005402-M0041-PORTA AIR PODS PERLINE BI,Others,Bombay Air,Italy,Milano,790.58,10,NOS,79.06,10,PCS,718.8,71.88,EUR,55814.82,Air,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005401-M0001-PORTA AIR PODS PERLINE MO,Others,Bombay Air,Italy,Milano,309.06,5,NOS,61.81,5,PCS,281.25,56.25,EUR,21819.65,Air,0
04-Nov-19,42022290,COW LEATHER WITH HAIRON CROSSBODY BAG.,Leather,JNPT,Spain,Valencia,10884.6,380,NOS,28.64,380,PCS,10883.2,28.64,USD,768452.82,Sea,0
04-Nov-19,42022230,JUTE HANDMADE BAGS,Others,JNPT,Spain,Valencia,2847.03,375,NOS,7.59,375,PCS,2587.5,6.9,EUR,201000,Sea,0
04-Nov-19,42022230,JUTE HANDMADE BAGS,Others,JNPT,Spain,Valencia,3753.54,375,NOS,10.01,375,PCS,3412.5,9.1,EUR,265000,Sea,0
04-Nov-19,42022230,JUTE HANDMADE HAND BAGS,Others,JNPT,Spain,Valencia,2436.26,375,NOS,6.5,375,PCS,2212.5,5.9,EUR,172000,Sea,0
04-Nov-19,42022230,JUTE HANDMADE HAND BAGS,Others,JNPT,Spain,Valencia,2592.07,375,NOS,6.91,375,PCS,2362.5,6.3,EUR,183000,Sea,0
04-Nov-19,42022290,HANDICRAFTS JUTE WOVEN DRAWSTRING BAGS - PRINTED SIZE 21 X 30 CM,Others,JNPT,France,Le Havre,66167.48,150400,NOS,0.44,150400,PCS,60160,0.4,EUR,4671424,Sea,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005402-M0050-PORTA AIR PODS PERLINE BI,Others,Bombay Air,Italy,Milano,395.12,5,NOS,79.02,5,PCS,281.25,56.25,EUR,27895.77,Air,0
04-Nov-19,42029900,SEMI-FINISHED BAGS FOR AIR PODS-EMBROIDE RED WITH GLASS BEADS AND RAYON THREADS- 30005401-M0010-PORTA AIR PODS PERLINE MO,Others,Bombay Air,Italy,Milano,309.34,5,NOS,61.87,5,PCS,281.25,56.25,EUR,21839.07,Air,0
02-Nov-19,42029900,100% POLYESTER (WOVEN) LUNCH BAG (ARTICL E : BOKKREMLA LUNCH BAG 20X18X22 CMS) GR EEN,Polyester,JNPT,Italy,Genoa,1484.19,708,NOS,2.1,708,PCS,104784,148,INR,104784,Sea,0
02-Nov-19,42022190,LEATHER BAGS GARDEN ROUTE WEEKEND (100% GOAT LEATHER),Leather,JNPT,South Africa,Durban,2900,50,NOS,58,50,PCS,2150,43,USD,204740,Sea,0
02-Nov-19,42022990,LADIES REGSIN HAND BAG,Others,Bombay Air,Mauritius,Na,155.83,92,NOS,1.69,92,PCS,141.68,1.54,EUR,11001.45,Air,0
02-Nov-19,42022230,SHOPPING BAGS MADE OF JUTE TEXTILE (BLEA CHED PRINTED JUTE BAGS LAMINATED AND FITTED WITH HANDLES) (BAGSIZE 44*30CMS),Others,JNPT,Saudi Arabia,jeddah,21921.72,30200,NOS,0.73,30200,PCS,22348,0.74,USD,1547673.28,Sea,0
02-Nov-19,42021290,TRAVELLING BAGS,Others,JNPT,Mauritius,Louis,5.97,2,NOS,2.98,2,PCS,6,3,USD,421.42,Sea,0
02-Nov-19,42022190,LEATHER BAGS MIDLANDS MEANDER DUFFLE(100 % GOAT LEATHER),Leather,JNPT,South Africa,Durban,4040,80,NOS,50.5,80,PCS,4040,50.5,USD,285223.97,Sea,0
02-Nov-19,42022290,HOCKEY BAG TS HOCKEY STICK BAG MADE OF 6 00D (POLYESTER) FABRIC SWING TAG ON EACH BAG COLOUR-BLACK-AS PER INV.,Polyester,JNPT,South Africa,Cape Town,1002.25,500,NOS,2,500,PCS,1055,2.11,USD,70758.84,Sea,0
02-Nov-19,42022190,LEATHER BAGS URBAN EXPLORER BACK SLEEVE MESSENGER BAG (100% GOAT LEATHER),Leather,JNPT,South Africa,Durban,2150,50,NOS,43,50,PCS,2150,43,USD,151790.03,Sea,0
02-Nov-19,42022230,SHOPPING BAGS MADE OF JUTE TEXTILE (BLEA CHED PRINTED JUTE BAGS LAMINATED AND FITTED WITH HANDLES)(BAG SIZE 51*38CMS),Others,JNPT,Saudi Arabia,jeddah,6362.28,6900,NOS,0.92,6900,PCS,6486,0.94,USD,449177.12,Sea,0
01-Nov-19,42022990,SPORTS BAGS:GH-G100 STICK BAG-BLUE,Others,JNPT,New Zealand,Auckland,1050.49,300,NOS,3.5,300,PCS,1563,5.21,AUD,74164.34,Sea,0
01-Nov-19,42021990,EXHIBITION GOODS PAPER BAGS.,Others,JNPT,United Arab Emirates,Jebel Ali,51.65,250,NOS,0.21,250,NOS,52.5,0.21,USD,3646.31,Sea,0
01-Nov-19,42022990,BAGS MADE OF VELVAT BAGS ASSORTED,Others,JNPT,Australia,Melbourne,446.4,720,NOS,0.62,720,PCS,446.4,0.62,USD,31515.81,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER HUNTER HAND BAG 5% M ETAL FITTINGS 36X30X6CM,Leather,JNPT,Germany,Hamburg,3244.58,100,NOS,32.45,100,PCS,2950,29.5,EUR,229067.62,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER HUNTER HAND BAG 5% M ETAL FITTINGS 25X25X5CM,Leather,JNPT,Germany,Hamburg,2089.73,100,NOS,20.9,100,PCS,1900,19,EUR,147534.93,Sea,0
01-Nov-19,42021110,COW LEATHER PRODUCTS TRAVEL BAG MACHI NE MADE COW LEATHER HUNTER TRAVEL BAG 5 % METAL FITTING 46X27X24CM,Leather,JNPT,Germany,Hamburg,4179.46,100,NOS,41.79,100,PCS,3800,38,EUR,295070.12,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER ANALINE HAND BAG 5% METAL FITTINGS 38X28X7CM,Leather,JNPT,Germany,Hamburg,3739.52,100,NOS,37.4,100,PCS,3400,34,EUR,264009.99,Sea,0
01-Nov-19,42021120,COW LEATHER PRODUCTS-TOILET BAG MACHINE MADE COW LEATHER HUNTER TOILET BAG 5% METAL FITTINGS 24X14X14CM,Leather,JNPT,Germany,Hamburg,1099.86,100,NOS,11,100,PCS,1000,10,EUR,77649.95,Sea,0
01-Nov-19,42022990,CARRY BAGS,Others,JNPT,Mauritius,Louis,48.53,10,PAC,4.85,10,PAC,50,5,USD,3426.57,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER HUNTER HAND BAG 5% M ETAL FITTINGS 45X34X14CM,Leather,JNPT,Germany,Hamburg,2309.7,50,NOS,46.19,50,PCS,2100,42,EUR,163065.13,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER ANALINE HAND BAG 5% METAL FITTINGS 33X30X8CM,Leather,JNPT,Germany,Hamburg,2007.24,50,NOS,40.14,50,PCS,1300,26,EUR,141711.18,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER ANALINE HAND BAG 5% METAL FITTINGS 29X24X5CM,Leather,JNPT,Germany,Hamburg,1539.8,50,NOS,30.8,50,PCS,1300,26,EUR,108709.9,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER HUNTER HAND BAG 5% M ETAL FITTINGS 39X30X8CM,Leather,JNPT,Germany,Hamburg,3189.59,100,NOS,31.9,100,PCS,2950,29.5,EUR,225184.88,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER ANALINE HAND BAG 5% METAL FITTINGS 27X23X7CM,Leather,JNPT,Germany,Hamburg,1429.81,50,NOS,28.6,50,PCS,1300,26,EUR,100944.9,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER ANALINE HAND BAG 5% METAL FITTINGS 40X15X5CM,Leather,JNPT,Germany,Hamburg,1099.86,50,NOS,22,50,PCS,1300,26,EUR,77649.93,Sea,0
01-Nov-19,42022190,COW LEATHER PRODUCTS-HAND BAG MACHINE M ADE COW LEATHER HUNTER HAND BAG 5% M ETAL FITTINGS 33X26X8CM,Leather,JNPT,Germany,Hamburg,1319.83,50,NOS,26.4,50,PCS,1200,24,EUR,93179.89,Sea,0
01-Nov-19,42022990,SPORTS BAGS:GH-G100 STICK BAG-PINK,Others,JNPT,New Zealand,Auckland,875.41,250,NOS,3.5,250,PCS,1302.5,5.21,AUD,61803.63,Sea,0
31-Oct-19,42021990,SPORTS BAGS.. BAG FOR 10 POLE 1.00 MTE,Others,JNPT,Spain,Barcelona,165,110,NOS,1.5,110,PCS,165,1.5,USD,11649,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 12""",Leather,JNPT,Germany,Hamburg,1088.86,110,NOS,9.9,110,PCS,990,9,EUR,76873.5,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 16""",Leather,JNPT,Germany,Hamburg,673.66,49,NOS,13.75,49,PCS,612.5,12.5,EUR,47560.62,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 14""",Leather,JNPT,Germany,Hamburg,1355.03,112,NOS,12.1,112,PCS,1232,11,EUR,95664.79,Sea,0
31-Oct-19,42022230,JUTE BAG SHELLS (95% JUTE + 5% SHELLS),Others,JNPT,Italy,La Spezia,3825,300,NOS,12.75,300,PCS,3825,12.75,USD,270044.94,Sea,0
31-Oct-19,42022230,JUTE HAND BAG WITH LEATHER HANDLE (95% J UTE + 5% LEATHER),Leather,JNPT,Italy,La Spezia,8437.5,900,NOS,9.38,900,PCS,8433,9.37,USD,595687.44,Sea,0
31-Oct-19,42022190,LADIES LEATHER BAG,Leather,JNPT,France,Antwerpen,50212.46,2300,NOS,21.83,2300,PCS,45655,19.85,EUR,3545000,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 11""",Leather,JNPT,Germany,Hamburg,193.57,22,NOS,8.8,22,PCS,176,8,EUR,13666.39,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 15""",Leather,JNPT,Germany,Hamburg,1333.03,101,NOS,13.2,101,PCS,1212,12,EUR,94111.79,Sea,0
31-Oct-19,42022220,P/L YARN DYED WOVEN HAND BAG COMPOSITION,Others,JNPT,Spain,Barcelona,807.37,266,NOS,3.04,266,PCS,813.96,3.06,USD,57000,Sea,0
31-Oct-19,42022220,P/L YARN DYED WOVEN HAND BAG COMPOSITION,Others,JNPT,Spain,Barcelona,934.84,315,NOS,2.97,315,PCS,935.55,2.97,USD,66000,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 18""",Leather,JNPT,Germany,Hamburg,1847.76,120,NOS,15.4,120,PCS,1680,14,EUR,130452.01,Sea,0
31-Oct-19,42022910,".. Common Domisticated Goat Leather Bags 10""",Leather,JNPT,Germany,Hamburg,215.57,28,NOS,7.7,28,PCS,196,7,EUR,15219.39,Sea,0
31-Oct-19,42022290,HAND BAG MADE OF BUFFALO LEATHER AND CAN,Leather,JNPT,France,Le Havre,5169.97,216,NOS,23.94,216,PCS,4698,21.75,EUR,365000,Sea,0
31-Oct-19,42022290,HAND BAG MADE OF BUFFALO LEATHER AND CAN,Leather,JNPT,France,Le Havre,6005.67,216,NOS,27.8,216,PCS,5454,25.25,EUR,424000,Sea,0
31-Oct-19,42022290,BAG CLOTH BAGS,Others,JNPT,Mauritius,Louis,14.16,82,NOS,0.17,82,PCS,8.2,0.1,USD,1000,Sea,0
31-Oct-19,42029900,BAG PACKAGING BAGS,Others,JNPT,Mauritius,Louis,424.93,4242,PAC,0.1,4242,PAC,424.2,0.1,USD,30000,Sea,0
31-Oct-19,42022990,LADIES REGSIN HAND BAG,Others,JNPT,Mauritius,Louis,6.49,3,NOS,2.16,3,PCS,6.6,2.2,USD,458.36,Sea,0
31-Oct-19,42022190,LADIES LEATHER BAG,Leather,JNPT,France,Antwerpen,51076.49,3600,NOS,14.19,3600,PCS,46440,12.9,EUR,3606000,Sea,0
31-Oct-19,42022290,P/L YARN DYED WOVEN HAND BAG COMPOSITION,Others,JNPT,Spain,Barcelona,779.04,272,NOS,2.86,272,PCS,783.36,2.88,USD,55000,Sea,0
30-Oct-19,42022190,COW LEATHER HAND BAG,Leather,JNPT,France,Le Havre,6869.69,250,NOS,27.48,250,PCS,6250,25,EUR,485000,Sea,0
30-Oct-19,42021190,MACHINE MADE COW LEATHER LAPTOP BAG,Leather,JNPT,France,Le Havre,5509.92,180,NOS,30.61,180,PCS,5004,27.8,EUR,389000,Sea,0
30-Oct-19,42023990,100% POLYESTER WOVEN SEQUINS CLUTCH BAGS LINING 100% POLYESTER WITH 100% IRON/ME TAL,Polyester,JNPT,Spain,Barcelona,1380.4,58,NOS,23.8,58,PCS,1380.4,23.8,USD,97456.24,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG LEGEND BACK PACK SMALL,Others,JNPT,Australia,Brisbane,99.15,9,NOS,11.02,9,PCS,146.25,16.25,AUD,7000,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG EXCEL-5000 WHEEL IONA C,Others,JNPT,Australia,Brisbane,269.12,10,NOS,26.91,10,PCS,408,40.8,AUD,19000,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG PRO-6000 WHEEL BRISBANE,Others,JNPT,Australia,Brisbane,424.93,15,NOS,28.33,15,PCS,633.75,42.25,AUD,30000,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG WHEEL PRO-3000 TOOWOOMB,Others,JNPT,Australia,Brisbane,127.48,8,NOS,15.94,8,PCS,186.8,23.35,AUD,9000,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG PROP PLAYERS LARGE WHEE,Others,JNPT,Australia,Brisbane,651.56,22,NOS,29.62,22,PCS,974.6,44.3,AUD,46000,Sea,0
30-Oct-19,42021910,SPORTS GOODS BAG PRO PLAYER LARGE WHEEL,Others,JNPT,Australia,Brisbane,467.42,16,NOS,29.21,16,PCS,708.8,44.3,AUD,33000,Sea,0
30-Oct-19,42022190,BUFF LEATHER HAND BAG,Leather,JNPT,France,Le Havre,2705.38,120,NOS,22.54,120,PCS,2460,20.5,EUR,191000,Sea,0
30-Oct-19,42022190,BUFF LEATHER HAND BAG,Leather,JNPT,France,Le Havre,7705.38,500,NOS,15.41,500,PCS,7000,14,EUR,544000,Sea,0
30-Oct-19,42022190,BUFF LEATHER HAND BAG,Leather,JNPT,France,Le Havre,2422.1,100,NOS,24.22,100,PCS,2200,22,EUR,171000,Sea,0
